[11:49:10.164] Odometry x=0.000000, y=-0.000000, theta=0.000000
[11:49:26.408] Odometry x=0.021062, y=-0.000474, theta=-0.124025
[11:49:26.415] Image Alignment failed 0
[11:49:26.419] Odometry x=0.021062, y=-0.000474, theta=-0.123163
[11:49:26.429] Odometry x=0.021062, y=-0.000474, theta=-0.122276
[11:49:26.449] Odometry x=0.021147, y=-0.000489, theta=-0.121836
[11:49:26.459] Odometry x=0.021147, y=-0.000492, theta=-0.121534
[11:49:26.469] Odometry x=0.021147, y=-0.000494, theta=-0.119386
[11:49:26.478] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=-0.000002,angle between two frames:0.011222
[11:49:26.479] Odometry x=0.021147, y=-0.000495, theta=-0.117363
[11:49:26.490] Odometry x=0.021148, y=-0.000495, theta=-0.115139
[11:49:26.500] Odometry x=0.021148, y=-0.000496, theta=-0.113530
[11:49:26.510] Odometry x=0.021149, y=-0.000496, theta=-0.112577
[11:49:26.520] Odometry x=0.021151, y=-0.000496, theta=-0.111948
[11:49:26.525] Image Alignment failed 0
[11:49:26.541] Odometry x=0.021235, y=-0.000506, theta=-0.114226
[11:49:26.551] Odometry x=0.021237, y=-0.000506, theta=-0.115830
[11:49:26.561] Odometry x=0.021237, y=-0.000506, theta=-0.116908
[11:49:26.571] Odometry x=0.021237, y=-0.000506, theta=-0.117883
[11:49:26.582] Odometry x=0.021238, y=-0.000506, theta=-0.118762
[11:49:26.582] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000004 ,z=-0.000003,angle between two frames:0.007438
[11:49:26.592] Odometry x=0.021238, y=-0.000506, theta=-0.119489
[11:49:26.603] Odometry x=0.021238, y=-0.000506, theta=-0.120173
[11:49:26.612] Image Alignment failed 0
[11:49:26.613] Odometry x=0.021239, y=-0.000506, theta=-0.121079
[11:49:26.623] Odometry x=0.021239, y=-0.000506, theta=-0.122232
[11:49:26.643] Odometry x=0.021324, y=-0.000517, theta=-0.124063
[11:49:26.651] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.001411
[11:49:26.654] Odometry x=0.021324, y=-0.000517, theta=-0.125229
[11:49:26.665] Odometry x=0.021324, y=-0.000518, theta=-0.125424
[11:49:26.675] Odometry x=0.021324, y=-0.000519, theta=-0.123647
[11:49:26.685] Odometry x=0.021324, y=-0.000520, theta=-0.122096
[11:49:26.695] Odometry x=0.021323, y=-0.000524, theta=-0.120804
[11:49:26.705] Odometry x=0.021323, y=-0.000529, theta=-0.119795
[11:49:26.715] Image Alignment failed 0
[11:49:26.715] Odometry x=0.021323, y=-0.000530, theta=-0.119383
[11:49:26.726] Odometry x=0.021322, y=-0.000534, theta=-0.119009
[11:49:26.746] Odometry x=0.021411, y=-0.000552, theta=-0.119733
[11:49:26.756] Odometry x=0.021411, y=-0.000555, theta=-0.120393
[11:49:26.766] Odometry x=0.021411, y=-0.000556, theta=-0.120910
[11:49:26.777] Odometry x=0.021411, y=-0.000556, theta=-0.121763
[11:49:26.778] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000001 ,z=-0.000011,angle between two frames:0.004268
[11:49:26.787] Odometry x=0.021411, y=-0.000556, theta=-0.122782
[11:49:26.798] Odometry x=0.021411, y=-0.000556, theta=-0.124239
[11:49:26.808] Odometry x=0.021411, y=-0.000556, theta=-0.126278
[11:49:26.818] Odometry x=0.021411, y=-0.000556, theta=-0.128434
[11:49:26.818] Image Alignment failed 0
[11:49:26.828] Odometry x=0.021412, y=-0.000556, theta=-0.129991
[11:49:26.849] Odometry x=0.021515, y=-0.000569, theta=-0.129474
[11:49:26.859] Odometry x=0.021525, y=-0.000571, theta=-0.129851
[11:49:26.869] Odometry x=0.021529, y=-0.000570, theta=-0.131604
[11:49:26.876] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.006671
[11:49:26.879] Odometry x=0.021531, y=-0.000569, theta=-0.133860
[11:49:26.890] Odometry x=0.021532, y=-0.000565, theta=-0.136100
[11:49:26.900] Odometry x=0.021532, y=-0.000564, theta=-0.137222
[11:49:26.910] Odometry x=0.021532, y=-0.000564, theta=-0.137407
[11:49:26.919] Image Alignment failed 0
[11:49:26.920] Odometry x=0.021532, y=-0.000563, theta=-0.137393
[11:49:26.940] Odometry x=0.021613, y=-0.000575, theta=-0.136581
[11:49:26.951] Odometry x=0.021613, y=-0.000576, theta=-0.135484
[11:49:26.961] Odometry x=0.021613, y=-0.000578, theta=-0.133990
[11:49:26.971] Odometry x=0.021612, y=-0.000580, theta=-0.132181
[11:49:26.976] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000003 ,z=0.000007,angle between two frames:0.005803
[11:49:26.981] Odometry x=0.021612, y=-0.000582, theta=-0.130584
[11:49:26.991] Odometry x=0.021612, y=-0.000584, theta=-0.129550
[11:49:27.002] Odometry x=0.021612, y=-0.000584, theta=-0.129103
[11:49:27.012] Odometry x=0.021612, y=-0.000584, theta=-0.129097
[11:49:27.012] Image Alignment failed 0
[11:49:27.022] Odometry x=0.021612, y=-0.000584, theta=-0.129348
[11:49:27.042] Odometry x=0.021701, y=-0.000591, theta=-0.130501
[11:49:27.052] Odometry x=0.021703, y=-0.000587, theta=-0.131278
[11:49:27.053] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000004,angle between two frames:0.003084
[11:49:27.063] Odometry x=0.021705, y=-0.000585, theta=-0.131243
[11:49:27.073] Odometry x=0.021706, y=-0.000584, theta=-0.131001
[11:49:27.084] Odometry x=0.021707, y=-0.000584, theta=-0.131026
[11:49:27.095] Odometry x=0.021708, y=-0.000585, theta=-0.131205
[11:49:27.105] Odometry x=0.021708, y=-0.000585, theta=-0.131006
[11:49:27.115] Odometry x=0.021708, y=-0.000585, theta=-0.130754
[11:49:27.115] Image Alignment failed 0
[11:49:27.135] Odometry x=0.021785, y=-0.000595, theta=-0.131701
[11:49:27.145] Odometry x=0.021785, y=-0.000595, theta=-0.132455
[11:49:27.155] Odometry x=0.021785, y=-0.000595, theta=-0.132660
[11:49:27.166] Odometry x=0.021785, y=-0.000595, theta=-0.132334
[11:49:27.176] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000006 ,z=0.000003,angle between two frames:0.000524
[11:49:27.176] Odometry x=0.021786, y=-0.000595, theta=-0.131424
[11:49:27.186] Odometry x=0.021786, y=-0.000595, theta=-0.130157
[11:49:27.196] Odometry x=0.021786, y=-0.000596, theta=-0.129176
[11:49:27.207] Odometry x=0.021787, y=-0.000596, theta=-0.128716
[11:49:27.217] Image Alignment failed 0
[11:49:27.218] Odometry x=0.021788, y=-0.000597, theta=-0.128330
[11:49:27.228] Odometry x=0.021789, y=-0.000597, theta=-0.127903
[11:49:27.248] Odometry x=0.021890, y=-0.000610, theta=-0.128200
[11:49:27.258] Odometry x=0.021891, y=-0.000610, theta=-0.128239
[11:49:27.268] Odometry x=0.021891, y=-0.000610, theta=-0.127798
[11:49:27.274] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000002,angle between two frames:0.003617
[11:49:27.279] Odometry x=0.021891, y=-0.000610, theta=-0.127219
[11:49:27.289] Odometry x=0.021891, y=-0.000610, theta=-0.126666
[11:49:27.300] Odometry x=0.021891, y=-0.000610, theta=-0.126053
[11:49:27.310] Odometry x=0.021891, y=-0.000610, theta=-0.125536
[11:49:27.312] Image Alignment failed 0
[11:49:27.320] Odometry x=0.021891, y=-0.000610, theta=-0.125421
[11:49:27.340] Odometry x=0.021969, y=-0.000620, theta=-0.125719
[11:49:27.350] Odometry x=0.021969, y=-0.000620, theta=-0.126035
[11:49:27.355] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.002263
[11:49:27.361] Odometry x=0.021969, y=-0.000620, theta=-0.126275
[11:49:27.371] Odometry x=0.021969, y=-0.000620, theta=-0.126413
[11:49:27.381] Odometry x=0.021969, y=-0.000620, theta=-0.126504
[11:49:27.391] Odometry x=0.021970, y=-0.000620, theta=-0.127123
[11:49:27.402] Odometry x=0.021970, y=-0.000619, theta=-0.127154
[11:49:27.412] Odometry x=0.021970, y=-0.000619, theta=-0.126577
[11:49:27.412] Image Alignment failed 0
[11:49:27.422] Odometry x=0.021970, y=-0.000619, theta=-0.125108
[11:49:27.442] Odometry x=0.022058, y=-0.000631, theta=-0.122554
[11:49:27.452] Odometry x=0.022058, y=-0.000632, theta=-0.120963
[11:49:27.461] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000001,angle between two frames:0.000542
[11:49:27.463] Odometry x=0.022058, y=-0.000633, theta=-0.120198
[11:49:27.473] Odometry x=0.022058, y=-0.000634, theta=-0.119794
[11:49:27.483] Odometry x=0.022059, y=-0.000634, theta=-0.119935
[11:49:27.494] Odometry x=0.022062, y=-0.000635, theta=-0.119958
[11:49:27.504] Odometry x=0.022066, y=-0.000636, theta=-0.119410
[11:49:27.513] Image Alignment failed 0
[11:49:27.514] Odometry x=0.022068, y=-0.000637, theta=-0.119017
[11:49:27.524] Odometry x=0.022070, y=-0.000637, theta=-0.118910
[11:49:27.545] Odometry x=0.022158, y=-0.000648, theta=-0.118348
[11:49:27.555] Odometry x=0.022158, y=-0.000648, theta=-0.118234
[11:49:27.565] Odometry x=0.022159, y=-0.000648, theta=-0.118424
[11:49:27.571] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000008 ,z=-0.000004,angle between two frames:0.001553
[11:49:27.575] Odometry x=0.022159, y=-0.000648, theta=-0.119003
[11:49:27.585] Odometry x=0.022160, y=-0.000648, theta=-0.119600
[11:49:27.596] Odometry x=0.022160, y=-0.000648, theta=-0.120105
[11:49:27.606] Odometry x=0.022160, y=-0.000648, theta=-0.120489
[11:49:27.611] Image Alignment failed 0
[11:49:27.616] Odometry x=0.022160, y=-0.000648, theta=-0.120676
[11:49:27.636] Odometry x=0.022234, y=-0.000657, theta=-0.119773
[11:49:27.646] Odometry x=0.022234, y=-0.000657, theta=-0.119313
[11:49:27.656] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000000,angle between two frames:0.002066
[11:49:27.657] Odometry x=0.022234, y=-0.000657, theta=-0.119182
[11:49:27.667] Odometry x=0.022235, y=-0.000657, theta=-0.119233
[11:49:27.677] Odometry x=0.022236, y=-0.000658, theta=-0.118992
[11:49:27.687] Odometry x=0.022237, y=-0.000658, theta=-0.118690
[11:49:27.697] Odometry x=0.022238, y=-0.000658, theta=-0.118577
[11:49:27.708] Odometry x=0.022238, y=-0.000658, theta=-0.118649
[11:49:27.713] Image Alignment failed 0
[11:49:27.718] Odometry x=0.022239, y=-0.000658, theta=-0.118827
[11:49:27.728] Odometry x=0.022239, y=-0.000658, theta=-0.119100
[11:49:27.748] Odometry x=0.022333, y=-0.000669, theta=-0.118394
[11:49:27.758] Odometry x=0.022333, y=-0.000669, theta=-0.117912
[11:49:27.769] Odometry x=0.022333, y=-0.000669, theta=-0.117698
[11:49:27.776] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000004 ,z=-0.000001,angle between two frames:0.000664
[11:49:27.779] Odometry x=0.022333, y=-0.000669, theta=-0.117109
[11:49:27.789] Odometry x=0.022333, y=-0.000669, theta=-0.116053
[11:49:27.800] Odometry x=0.022333, y=-0.000669, theta=-0.115360
[11:49:27.810] Odometry x=0.022333, y=-0.000669, theta=-0.115128
[11:49:27.811] Image Alignment failed 0
[11:49:27.820] Odometry x=0.022334, y=-0.000669, theta=-0.114736
[11:49:27.840] Odometry x=0.022416, y=-0.000679, theta=-0.115034
[11:49:27.850] Odometry x=0.022416, y=-0.000679, theta=-0.115472
[11:49:27.853] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.002570
[11:49:27.861] Odometry x=0.022416, y=-0.000679, theta=-0.116426
[11:49:27.871] Odometry x=0.022417, y=-0.000679, theta=-0.117672
[11:49:27.881] Odometry x=0.022417, y=-0.000679, theta=-0.119072
[11:49:27.891] Odometry x=0.022417, y=-0.000679, theta=-0.120753
[11:49:27.902] Odometry x=0.022417, y=-0.000679, theta=-0.121767
[11:49:27.911] Image Alignment failed 0
[11:49:27.912] Odometry x=0.022417, y=-0.000679, theta=-0.122425
[11:49:27.922] Odometry x=0.022417, y=-0.000679, theta=-0.123193
[11:49:27.942] Odometry x=0.022501, y=-0.000689, theta=-0.124710
[11:49:27.949] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000000,angle between two frames:0.006295
[11:49:27.953] Odometry x=0.022501, y=-0.000689, theta=-0.125890
[11:49:27.963] Odometry x=0.022501, y=-0.000689, theta=-0.127172
[11:49:27.973] Odometry x=0.022501, y=-0.000689, theta=-0.128483
[11:49:27.984] Odometry x=0.022501, y=-0.000689, theta=-0.129589
[11:49:27.994] Odometry x=0.022501, y=-0.000689, theta=-0.130373
[11:49:28.004] Odometry x=0.022501, y=-0.000689, theta=-0.130416
[11:49:28.014] Odometry x=0.022501, y=-0.000689, theta=-0.130295
[11:49:28.016] Image Alignment failed 0
[11:49:28.025] Odometry x=0.022501, y=-0.000689, theta=-0.130821
[11:49:28.045] Odometry x=0.022588, y=-0.000700, theta=-0.130871
[11:49:28.055] Odometry x=0.022588, y=-0.000701, theta=-0.131158
[11:49:28.065] Odometry x=0.022589, y=-0.000701, theta=-0.131491
[11:49:28.075] Odometry x=0.022590, y=-0.000701, theta=-0.132113
[11:49:28.080] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.005584
[11:49:28.086] Odometry x=0.022590, y=-0.000701, theta=-0.132913
[11:49:28.097] Odometry x=0.022590, y=-0.000701, theta=-0.133625
[11:49:28.107] Odometry x=0.022590, y=-0.000702, theta=-0.135738
[11:49:28.110] Image Alignment failed 0
[11:49:28.117] Odometry x=0.022590, y=-0.000702, theta=-0.137505
[11:49:28.137] Odometry x=0.022668, y=-0.000712, theta=-0.139680
[11:49:28.147] Odometry x=0.022668, y=-0.000712, theta=-0.140816
[11:49:28.150] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000001,angle between two frames:0.003625
[11:49:28.157] Odometry x=0.022668, y=-0.000712, theta=-0.141062
[11:49:28.168] Odometry x=0.022669, y=-0.000712, theta=-0.141160
[11:49:28.178] Odometry x=0.022669, y=-0.000712, theta=-0.141323
[11:49:28.189] Odometry x=0.022669, y=-0.000712, theta=-0.141728
[11:49:28.199] Odometry x=0.022669, y=-0.000712, theta=-0.142164
[11:49:28.209] Odometry x=0.022669, y=-0.000712, theta=-0.142829
[11:49:28.215] Image Alignment failed 0
[11:49:28.219] Odometry x=0.022669, y=-0.000712, theta=-0.143580
[11:49:28.239] Odometry x=0.022759, y=-0.000725, theta=-0.143318
[11:49:28.250] Odometry x=0.022759, y=-0.000725, theta=-0.143261
[11:49:28.260] Odometry x=0.022759, y=-0.000725, theta=-0.143519
[11:49:28.270] Odometry x=0.022760, y=-0.000725, theta=-0.144480
[11:49:28.279] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.002013
[11:49:28.280] Odometry x=0.022760, y=-0.000725, theta=-0.145298
[11:49:28.290] Odometry x=0.022760, y=-0.000725, theta=-0.146580
[11:49:28.301] Odometry x=0.022760, y=-0.000725, theta=-0.147609
[11:49:28.310] Image Alignment failed 0
[11:49:28.311] Odometry x=0.022760, y=-0.000725, theta=-0.148475
[11:49:28.331] Odometry x=0.022837, y=-0.000737, theta=-0.150736
[11:49:28.341] Odometry x=0.022837, y=-0.000737, theta=-0.152233
[11:49:28.349] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.003129
[11:49:28.352] Odometry x=0.022837, y=-0.000737, theta=-0.153289
[11:49:28.362] Odometry x=0.022837, y=-0.000737, theta=-0.154324
[11:49:28.372] Odometry x=0.022837, y=-0.000737, theta=-0.154559
[11:49:28.382] Odometry x=0.022837, y=-0.000737, theta=-0.154297
[11:49:28.393] Odometry x=0.022837, y=-0.000737, theta=-0.154074
[11:49:28.403] Odometry x=0.022837, y=-0.000737, theta=-0.153829
[11:49:28.413] Odometry x=0.022837, y=-0.000737, theta=-0.153676
[11:49:28.416] Image Alignment failed 0
[11:49:28.423] Odometry x=0.022837, y=-0.000737, theta=-0.153689
[11:49:28.444] Odometry x=0.022940, y=-0.000752, theta=-0.154268
[11:49:28.454] Odometry x=0.022940, y=-0.000752, theta=-0.154552
[11:49:28.454] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.001443
[11:49:28.464] Odometry x=0.022940, y=-0.000752, theta=-0.154643
[11:49:28.474] Odometry x=0.022940, y=-0.000752, theta=-0.154586
[11:49:28.485] Odometry x=0.022941, y=-0.000752, theta=-0.154462
[11:49:28.496] Odometry x=0.022941, y=-0.000752, theta=-0.154404
[11:49:28.506] Odometry x=0.022941, y=-0.000752, theta=-0.154512
[11:49:28.512] Image Alignment failed 0
[11:49:28.516] Odometry x=0.022941, y=-0.000752, theta=-0.154849
[11:49:28.536] Odometry x=0.023018, y=-0.000764, theta=-0.155376
[11:49:28.546] Odometry x=0.023018, y=-0.000764, theta=-0.155584
[11:49:28.557] Odometry x=0.023019, y=-0.000764, theta=-0.155691
[11:49:28.567] Odometry x=0.023019, y=-0.000764, theta=-0.156061
[11:49:28.570] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000001,angle between two frames:0.000040
[11:49:28.577] Odometry x=0.023019, y=-0.000764, theta=-0.156573
[11:49:28.587] Odometry x=0.023019, y=-0.000764, theta=-0.157079
[11:49:28.597] Odometry x=0.023019, y=-0.000764, theta=-0.157432
[11:49:28.608] Odometry x=0.023019, y=-0.000764, theta=-0.157777
[11:49:28.611] Image Alignment failed 0
[11:49:28.618] Odometry x=0.023019, y=-0.000764, theta=-0.158005
[11:49:28.638] Odometry x=0.023109, y=-0.000778, theta=-0.158273
[11:49:28.648] Odometry x=0.023109, y=-0.000778, theta=-0.158581
[11:49:28.653] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.001716
[11:49:28.658] Odometry x=0.023109, y=-0.000778, theta=-0.158865
[11:49:28.669] Odometry x=0.023109, y=-0.000778, theta=-0.159059
[11:49:28.680] Odometry x=0.023109, y=-0.000778, theta=-0.159054
[11:49:28.690] Odometry x=0.023109, y=-0.000778, theta=-0.159078
[11:49:28.701] Odometry x=0.023109, y=-0.000778, theta=-0.158988
[11:49:28.711] Odometry x=0.023109, y=-0.000778, theta=-0.158632
[11:49:28.712] Image Alignment failed 0
[11:49:28.721] Odometry x=0.023109, y=-0.000778, theta=-0.158359
[11:49:28.741] Odometry x=0.023194, y=-0.000791, theta=-0.159175
[11:49:28.752] Odometry x=0.023193, y=-0.000791, theta=-0.159364
[11:49:28.762] Odometry x=0.023193, y=-0.000791, theta=-0.159186
[11:49:28.771] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.000052
[11:49:28.772] Odometry x=0.023194, y=-0.000791, theta=-0.158880
[11:49:28.782] Odometry x=0.023194, y=-0.000791, theta=-0.158545
[11:49:28.792] Odometry x=0.023194, y=-0.000791, theta=-0.158482
[11:49:28.802] Odometry x=0.023195, y=-0.000791, theta=-0.158591
[11:49:28.811] Image Alignment failed 0
[11:49:28.813] Odometry x=0.023196, y=-0.000792, theta=-0.158818
[11:49:28.833] Odometry x=0.023279, y=-0.000805, theta=-0.159488
[11:49:28.843] Odometry x=0.023280, y=-0.000805, theta=-0.159995
[11:49:28.852] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.000595
[11:49:28.853] Odometry x=0.023280, y=-0.000805, theta=-0.160204
[11:49:28.864] Odometry x=0.023280, y=-0.000805, theta=-0.160259
[11:49:28.874] Odometry x=0.023280, y=-0.000805, theta=-0.160671
[11:49:28.885] Odometry x=0.023280, y=-0.000805, theta=-0.160894
[11:49:28.895] Odometry x=0.023280, y=-0.000805, theta=-0.160847
[11:49:28.905] Odometry x=0.023280, y=-0.000805, theta=-0.160996
[11:49:28.915] Image Alignment failed 0
[11:49:28.916] Odometry x=0.023280, y=-0.000805, theta=-0.161193
[11:49:28.936] Odometry x=0.023363, y=-0.000819, theta=-0.160039
[11:49:28.946] Odometry x=0.023364, y=-0.000819, theta=-0.159205
[11:49:28.956] Odometry x=0.023364, y=-0.000819, theta=-0.158603
[11:49:28.966] Odometry x=0.023365, y=-0.000819, theta=-0.157682
[11:49:28.977] Odometry x=0.023365, y=-0.000819, theta=-0.156649
[11:49:28.977] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.001001
[11:49:28.987] Odometry x=0.023365, y=-0.000819, theta=-0.156180
[11:49:28.997] Odometry x=0.023365, y=-0.000818, theta=-0.156067
[11:49:29.007] Odometry x=0.023365, y=-0.000818, theta=-0.155666
[11:49:29.011] Image Alignment failed 0
[11:49:29.017] Odometry x=0.023365, y=-0.000818, theta=-0.154352
[11:49:29.028] Odometry x=0.023365, y=-0.000818, theta=-0.153064
[11:49:29.048] Odometry x=0.023467, y=-0.000834, theta=-0.151753
[11:49:29.049] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.000983
[11:49:29.058] Odometry x=0.023468, y=-0.000834, theta=-0.151229
[11:49:29.068] Odometry x=0.023468, y=-0.000834, theta=-0.151263
[11:49:29.079] Odometry x=0.023470, y=-0.000835, theta=-0.151219
[11:49:29.089] Odometry x=0.023473, y=-0.000835, theta=-0.151290
[11:49:29.100] Odometry x=0.023474, y=-0.000835, theta=-0.152030
[11:49:29.110] Odometry x=0.023475, y=-0.000836, theta=-0.153436
[11:49:29.116] Image Alignment failed 0
[11:49:29.120] Odometry x=0.023475, y=-0.000836, theta=-0.154729
[11:49:29.141] Odometry x=0.023551, y=-0.000847, theta=-0.155737
[11:49:29.151] Odometry x=0.023552, y=-0.000846, theta=-0.156508
[11:49:29.161] Odometry x=0.023552, y=-0.000845, theta=-0.156207
[11:49:29.171] Odometry x=0.023552, y=-0.000844, theta=-0.154952
[11:49:29.179] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000007 ,z=-0.000001,angle between two frames:0.001683
[11:49:29.181] Odometry x=0.023552, y=-0.000844, theta=-0.153160
[11:49:29.192] Odometry x=0.023552, y=-0.000844, theta=-0.151197
[11:49:29.202] Odometry x=0.023552, y=-0.000844, theta=-0.149580
[11:49:29.211] Image Alignment failed 0
[11:49:29.212] Odometry x=0.023552, y=-0.000844, theta=-0.148473
[11:49:29.222] Odometry x=0.023552, y=-0.000844, theta=-0.147727
[11:49:29.243] Odometry x=0.023637, y=-0.000857, theta=-0.146958
[11:49:29.251] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.005373
[11:49:29.253] Odometry x=0.023638, y=-0.000857, theta=-0.146583
[11:49:29.263] Odometry x=0.023638, y=-0.000857, theta=-0.146301
[11:49:29.274] Odometry x=0.023638, y=-0.000857, theta=-0.145762
[11:49:29.284] Odometry x=0.023638, y=-0.000857, theta=-0.145211
[11:49:29.295] Odometry x=0.023638, y=-0.000857, theta=-0.144815
[11:49:29.305] Odometry x=0.023638, y=-0.000857, theta=-0.144486
[11:49:29.315] Odometry x=0.023639, y=-0.000857, theta=-0.144212
[11:49:29.317] Image Alignment failed 0
[11:49:29.326] Odometry x=0.023640, y=-0.000858, theta=-0.144154
[11:49:29.346] Odometry x=0.023730, y=-0.000871, theta=-0.144875
[11:49:29.356] Odometry x=0.023731, y=-0.000871, theta=-0.145635
[11:49:29.366] Odometry x=0.023731, y=-0.000870, theta=-0.146312
[11:49:29.377] Odometry x=0.023731, y=-0.000869, theta=-0.146569
[11:49:29.379] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000001,angle between two frames:0.002746
[11:49:29.387] Odometry x=0.023732, y=-0.000867, theta=-0.146240
[11:49:29.397] Odometry x=0.023732, y=-0.000867, theta=-0.145842
[11:49:29.408] Odometry x=0.023732, y=-0.000867, theta=-0.144996
[11:49:29.410] Image Alignment failed 0
[11:49:29.418] Odometry x=0.023732, y=-0.000867, theta=-0.143484
[11:49:29.438] Odometry x=0.023809, y=-0.000878, theta=-0.140500
[11:49:29.448] Odometry x=0.023809, y=-0.000879, theta=-0.138756
[11:49:29.448] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000001,angle between two frames:0.001573
[11:49:29.459] Odometry x=0.023809, y=-0.000879, theta=-0.138203
[11:49:29.469] Odometry x=0.023809, y=-0.000880, theta=-0.138255
[11:49:29.479] Odometry x=0.023809, y=-0.000880, theta=-0.138833
[11:49:29.489] Odometry x=0.023809, y=-0.000880, theta=-0.139758
[11:49:29.499] Odometry x=0.023809, y=-0.000880, theta=-0.140678
[11:49:29.510] Odometry x=0.023809, y=-0.000880, theta=-0.141458
[11:49:29.511] Image Alignment failed 0
[11:49:29.520] Odometry x=0.023809, y=-0.000880, theta=-0.141976
[11:49:29.540] Odometry x=0.023898, y=-0.000893, theta=-0.143320
[11:49:29.550] Odometry x=0.023898, y=-0.000893, theta=-0.144984
[11:49:29.552] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000002,angle between two frames:0.002701
[11:49:29.561] Odometry x=0.023898, y=-0.000893, theta=-0.147014
[11:49:29.572] Odometry x=0.023898, y=-0.000893, theta=-0.148815
[11:49:29.582] Odometry x=0.023899, y=-0.000892, theta=-0.150356
[11:49:29.592] Odometry x=0.023899, y=-0.000891, theta=-0.151901
[11:49:29.602] Odometry x=0.023899, y=-0.000891, theta=-0.153388
[11:49:29.613] Odometry x=0.023899, y=-0.000891, theta=-0.154837
[11:49:29.614] Image Alignment failed 0
[11:49:29.623] Odometry x=0.023899, y=-0.000892, theta=-0.155664
[11:49:29.643] Odometry x=0.023990, y=-0.000911, theta=-0.155997
[11:49:29.653] Odometry x=0.023990, y=-0.000913, theta=-0.156369
[11:49:29.663] Odometry x=0.023990, y=-0.000914, theta=-0.156727
[11:49:29.673] Odometry x=0.023990, y=-0.000914, theta=-0.157589
[11:49:29.676] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000002,angle between two frames:0.009853
[11:49:29.684] Odometry x=0.023991, y=-0.000914, theta=-0.158364
[11:49:29.694] Odometry x=0.023991, y=-0.000914, theta=-0.159026
[11:49:29.705] Odometry x=0.023991, y=-0.000914, theta=-0.159669
